 TICKER, NAME, TITLE, YEAR BORN
ABAN,Mr. Vijay  Saheta,VP of Fin. & Accounts,1966
ABAN,Mr. Vinod  Pillai,VP of HR & Admin.,1962
ABAN,Mr. S. N. Balaji,Deputy Gen. Mang. of Legal & Sec.,NA
ABAN,Mr. V.  Ramasubramonian,VP of Bus. Devel.,NA
ABAN,Mr. S.  Srinivasan,Sr. VP of Corp. Planning,1968
ABAN,Mr. T. J. Karmakar,Deputy Gen. Mang. of Operations,1960
ABAN,Mr. B. S. Shivakumar,Gen. Mang. of Operations,1961
ABB,Mr. Sanjeev  Sharma,MD & Director,1965
ABB,Mr. T. K. Sridhar,CFO & Chief Investor Relations Officer,NA
ABB,Mr. Trivikram  Guda,Company Sec. & Compliance Officer,NA
ABB,Mr. Raman Kumar Singh,Country HR Officer,NA
ABB,Mr. Nuguri  Venu,Head of Power Grids Division - South Asia,NA
ABB,Mr. G. N. V. Subba Rao,Head of India Centre for Global R&D,NA
ABB,Mr. Sanjeev  Arora,Pres of Motion,NA
ABB,Mr. Subrata  Karmakar,Pres of Robotics & Discrete Automation,NA
ABB,Mr. G.  Balaji,Head of Energy Division Process Automation,NA
ABB,Mr. Kiran  Dutt,Pres of Electrification Bus.,NA
ABBOTINDIA,Mr. Vivek  V Kamath,MD & Additional Director,NA
ABBOTINDIA,Mr. Rajiv  Sonalker,CFO & Whole-Time Director,1959
ABBOTINDIA,Ms. Krupa Ketan Anandpara,"Associate Director - Secretarial, Compliance Officer & Company Sec.",NA
ABBOTINDIA,Mr. Rajan  Kalantre,Director of Bus. HR,NA
ABBOTINDIA,Mr. Michael J. Warmuth,Exec. VP of Pharmaceuticals Division,1963
ABCAPITAL,"Ms. Vishakha Vivek Mulye B.Com, CA",Chief Exec. Officer,1969
ABCAPITAL,Ms. Pinky Atul Mehta,Chief Financial Officer,1967
ABCAPITAL,Mr. Mukesh  Malik,Chief Operating Officer,NA
ABCAPITAL,Mr. Vijay  Deshwal,Chief Strategy Officer & Head of Investor Relations,NA
ABCAPITAL,Mr. Anantha Subrahmanya Dhananjaya,Chief Compliance & Risk Officer,NA
ABCAPITAL,Mr. Subhro  Bhaduri,Chief Human Resource Officer,NA
ABCAPITAL,Ms. Poonam Vijay Thakkar,Head of Analytics & Digital Communications L&D,NA
ABCAPITAL,Mr. Rakesh Kumar Singh,MD & CEO of Aditya Birla Fin. Limited,NA
ABCAPITAL,Mr. Tushar Harendra Shah,Chief Exec. Officer of Infrastructure & Structured Fin. of Aditya Birla Fin. Limited,1965
ABCAPITAL,Mr. A.  Balasubramanian,CEO & MD of Aditya Birla Sun Life AMC Limited,NA
ABFRL,Mr. Ashish  Dikshit,MD & Director,1969
ABFRL,Mr. Jagdish  Bajaj,Chief Financial Officer,1966
ABFRL,Mr. Vishak  Kumar,Whole-Time Director,1972
ABFRL,Ms. Sangeeta  Pendurkar,Whole-Time Director,1966
ABFRL,Mr. Anil  Malik IAS,Company Sec. & Compliance Officer,NA
ABFRL,Mr. Chandrashekhar  Chavan,Chief HR Officer,1972
ABFRL,Dr. Naresh  Tyagi,Chief Sustainability Officer,NA
ABFRL,Mr. R.  Sathyajit MBA,Chief Exec. Officer of Special Projects,1972
ABFRL,Mr. Puneet Kumar Malik,Chief Exec. Officer of Innerwear & Athleisure Bus.,NA
ABFRL,Mr. R.  Parthasarathy,Head of Retail Bus. Devel.,1961
ABMINTLLTD,Mr. Virender Kumar Gandhi,Chairman & MD,1942
ABMINTLLTD,Mr. Vishwanatha  Mahalingam,Chief Financial Officer,1949
ABMINTLLTD,Mr. Amit  Kumar,Company Sec. & Compliance Officer,1985
ABMINTLLTD,Ms. Sangeeta  Gandhi B.Com,Whole-Time Director,1973
ABMINTLLTD,Ms. Anju  Gupta,Mang. of Operations,1988
ABMINTLLTD,Mr. Sushil  Gambhir,Mang. of Accounts,1978
ABSLAMC,Mr. A.  Balasubramanian,"MD, CEO & Exec. Director",NA
ABSLAMC,Mr. Parag  Joglekar,"CFO & Head of Compliance, Risk and Fin. & Accounts",NA
ABSLAMC,Ms. Keerti  Gupta,Chief Operation Officer,NA
ABSLAMC,Mr. Mahesh  Patil,Co-Chief Investment Officer,1969
ABSLAMC,Mr. Maneesh  Dangi,Co-Chief Investment Officer & Portfolio Mang.,NA
ABSLAMC,Ms. Hemanti  Wadhwa,"Head of Legal, Compliance & Secretarial, Compliance Officer and Company Sec.",1976
ABSLAMC,Ms. Molly  Kapoor,Head of Marketing,NA
ABSLAMC,Mr. Shashi  Kumar,Head of Real Estate,NA
ABSLAMC,Mr. Amit  Purohit,Head of Digital Bus.,NA
ABSLAMC,Mr. Sarath  Sathkumara,Investments Head of International Bus.,NA
ACC,"Mr. Ajay A. Kapur B.A., M.M.S.",CEO & Non-Independent Director,1965
ACC,Mr. Vinod  Bahety,Chief Financial Officer,NA
ACC,Mr. Bhogendra K. Mishra,Head of HR,NA
ACC,Mr. Rajesh  Seth,Head of Central Logistics,1957
ACC,Mr. Sudipto  Bhattacharya,Sr. VP,1961
ACC,Mr. C.  Kurian,Chief Exec. Officer of ACC Concrete & B2B Bus.,1967
ACC,Martin  Muller,Head of Technical Education,1951
ACC,Mr. Suresh K. Rathi,"Chief Supply Chain Officer and Head of Fuel, Raw Materials & Inbound Logistics",1962
ACC,Sachin  Chhabra,Head of Brand Marketing,NA
ACC,Mr. Manoj  Chhura,Chief Procurement Officer,NA
ACCELYA,Mr. Uttamkumar  Bhati,Chief Financial Officer,NA
ACCELYA,Mr. Ninad Gajanan Umranikar,Compliance Officer & Company Sec.,NA
ACCELYA,Mr. John Eric Fountain Johnston,Special Advisor to the Board,NA
ACCELYA,Mr. Gurudas  Shenoy,MD & Director,1969
ACCELYA,Mr. Jeff  Mathew,Chief Operating Officer,NA
ACCELYA,Mr. Mathew  Thomas,Head of Accounts & Commercial and VP,1967
ACCELYA,Mr. Brian  Collins,Chief Technology Officer,NA
ACCELYA,Mr. Berry  Van Veldhoven,Chief HR Officer,NA
ACCELYA,Mr. Sumeet  Nadkar,Head of Logistics and Travel Sbu,1967
ACCELYA,Mr. Peter  O'Sullivan,Sr. VP,1956
ACCURACY,Mr. Vinay Dinanath Tripathi,Chairman & MD,1982
ACCURACY,Mr. Hiren Vijay Sukhwani,Chief Financial Officer,1991
ACCURACY,Ms. Rama Vinay Tripathi,Whole Time Director,1986
ACCURACY,Ms. Shipra  Jhanwar,Company Sec. & Compliance Officer,1988
ACE,Mr. Vijay  Agarwal MBA,Chairman & MD,1949
ACE,Mr. Rajan  Luthra,Chief Financial Officer,1961
ACE,Mr. Anil  Kumar,Compliance Officer & Company Sec.,NA
ACE,Mr. Sorab  Agarwal,Whole-Time Director,1977
ACE,Ms. Mona  Agarwal,Whole-Time Director,1955
ACE,Ms. Surbhi  Garg,Whole-Time Director,1978
ACE,Mr. Sanjay Kumar Nagar,Deputy Gen. Mang. of Human Resource and Admin.,1969
ACE,Mr. Vyom  Agarwal,Head of Investor Relations,NA
ACEINTEG,Mr. Chandra Shekhar Verma,Chairman & MD,1962
ACEINTEG,Ms. Amita  Verma,Whole-time Director,1969
ACEINTEG,Mr. Rohit  Goel,Chief Financial Officer,NA
ACEINTEG,Mr. Rahul  Chauhan,Company Sec. & Compliance Officer,NA
ACEINTEG,Ms. Shivani  Chandra,Exec. Director,NA
ACI,Mr. Ranjit  Pendurthi,MD & Director,1974
ACI,Mr. Bhupathi  K.,VP of Operations & Unit head,NA
ACI,Mr. Raghunathan  Rajagopalan,Chief Financial Officer,NA
ACI,Mr. Gnanavelu  Arunmozhi,Company Sec. & Compliance Officer,NA
ACI,Mr. Gaurav  Parashar,Gen. Mang. of Marketing & Bus. Devel.,NA
ACI,Ms. Sandra Marina Pais,Gen. Mang. of People & Culture,NA
ACRYSIL,Mr. Chirag Ashwin Parekh,Chairman & MD,1969
ACRYSIL,Mr. Anand H. Sharma,CFO & COO,NA
ACRYSIL,Ms. Neha Anup Poddar,Company Sec. & Compliance Officer,NA
ACRYSIL,Mr. Pradeep  Trivedi,Head of HR,NA
ACRYSIL,Mr. Manish C. Thakkar,Sr. VP of Operations,NA
ACRYSIL,Mr. Marcus  Smyth,Managing Director - Acrysil UK,NA
ACRYSIL,Ms. Sneha  Krishnani,Head - Brand Strategy & Bus. Devel. - Sternhagen,NA
ACRYSIL,Ms. Manjari  Sah,Head of Marketing & Branding,NA
ACRYSIL,Ms. Ankita  Sharma,Head of R&D,NA
ACRYSIL,Ms. Rhea Chirag Parekh,Creative & Digital Marketing Head,NA
ADANIENT,Mr. Gautambhai Shantilal Adani S.Y. B.Com,Exec. Chairman,1962
ADANIENT,Mr. Rajeshbhai Shantilal Adani B.Com.,MD & Director,1964
ADANIENT,Mr. Vinay Prakash Goel,CEO of Natural Resources & Exec. Director,1973
ADANIENT,Mr. Pranav Vinodbhai Adani,"MD of Agro, Oil & Gas and Exec. Director",1978
ADANIENT,Mr. Ashish  Rajvanshi,Pres & Head of Chairman's Office,NA
ADANIENT,Mr. Jugeshinder  Singh,Group Chief Financial Officer,NA
ADANIENT,Mr. Sudipta  Bhattacharya,Group CTO & CEO of Adani Group North America,1967
ADANIENT,Mr. Jatinkumar  Jalundhwala,"Joint Pres of Legal, Compliance Officer & Company Sec.",1960
ADANIENT,Ms. Varsha  Chainani,Head of Corp. Communications,NA
ADANIENT,Mr. Vikram  Tandon,Group Chief HR Officer,NA
ADANIGREEN,Mr. Vneet S. Jaain,"MD, CEO & Exec. Director",1971
ADANIGREEN,Mr. Sagar Rajeshbhai Adani,Exec. Director,1994
ADANIGREEN,Mr. Phuntsok  Wangyal,Chief Financial Officer,NA
ADANIGREEN,Mr. D.  Balasubramanyam,Group Head of Investor Relations,NA
ADANIGREEN,Mr. Pragnesh  Darji,Company Sec. & Compliance Officer,NA
ADANIGREEN,Mr. Santosh Kumar Singh,Chief Sustainability Officer,NA
ADANIPORTS,Mr. Gautambhai Shantilal Adani S.Y. B.Com,Chairman & MD,1962
ADANIPORTS,Mr. Karan G. Adani,CEO & Whole Time Director,1987
ADANIPORTS,Mr. D.  Muthukumaran,Chief Financial Officer,1973
ADANIPORTS,Mr. Richard  Ventre,Chief Information Officer,1976
ADANIPORTS,Mr. Charanjit  Singh,Head - ESG & IR,NA
ADANIPORTS,Mr. Kamlesh  Bhagia,Company Sec. & Compliance Officer,NA
ADANIPORTS,Mr. Minesh  Patel,Head of Legal,1961
ADANIPORTS,Captain Umesh  Shedde,Gen. Mang. of Marketing & Bus. Devel.,1960
ADANIPORTS,Dr. Jayant  Kumar,Head of HR,1971
ADANIPORTS,Captain Sandeep M. Mehta,Pres of Bus. Devel.,1961
ADANIPOWER,Mr. Gautambhai Shantilal Adani S.Y. B.Com,Founder & Chairman,1962
ADANIPOWER,Mr. Shersingh B. Khyalia,Chief Exec. Officer,NA
ADANIPOWER,Mr. Shailesh  Sawa,Chief Financial Officer,1963
ADANIPOWER,Mr. V. N. Bhamidipati,Sr. VP of Operation Services,1949
ADANIPOWER,Mr. Bhagwan  Kodwani,Chief Information Officer,1967
ADANIPOWER,Mr. Deepak S. Pandya,Company Sec. & Compliance Officer,NA
ADANIPOWER,Mr. Om Prakash Kalia,Sr. VP of Engineering,1949
ADANIPOWER,Mr. Subimal P. Shome BE Mechanical,Head of Project,1955
ADANIPOWER,Mr. Om Prakash Bhardwaj,Head of Civil Department at APL & VP,1948
ADANIPOWER,Mr. Ajay Kumar Gupta B.Tech,Sr. VP of HVDC & Substation,1961
ADANITRANS,Mr. Gautambhai Shantilal Adani S.Y. B.Com,Founder & Exec. Chairman,1962
ADANITRANS,"Mr. Anil Kumar Sardana AICWA, B.E., PGDBM",MD & Exec. Director,1959
ADANITRANS,Mr. Rohit  Soni,Chief Financial Officer,NA
ADANITRANS,Mr. Jaladhi  Shukla,Compliance Officer & Company Sec.,NA
ADANITRANS,Mr. Rajeshbhai Shantilal Adani B.Com.,Exec. Director,1964
ADANITRANS,Mr. Dipakrashmi  Tripathi,Sr. VP of Transmission,1962
ADANITRANS,Praveen  Anant,Chief Sustainability Officer,NA
ADANITRANS,Mr. Kandarp  Patel,Chief Exec. Officer of Distribution Bus.,1975
ADANITRANS,Mr. Bimal  Dayal,Chief Exec. Officer of Transmission Bus.,NA
ADANITRANS,Mr. Sanjay  Poddar,Fin. Controller,NA
ADFFOODS,Mr. Bimal Ramesh Thakkar B.Com,"Exec. Chairman, MD & CEO",1965
ADFFOODS,Mr. Shardul A. Doshi,Chief Financial Officer,NA
ADFFOODS,Mr. Devang  Gandhi,Chief Operating Officer,NA
ADFFOODS,Purvi  Dwivedi,Gen. Mang. of Accounts,NA
ADFFOODS,Ms. Shalaka  Ovalekar,"Compliance Officer, Company Sec. & Assistant VP of Legal",NA
ADL,Mr. Shyam D. Daga B.Com,"Chairman, MD & CEO",1975
ADL,Mr. Raju Ram Prajapat,Chief Financial Officer,NA
ADL,Mr. Mavoori Siva Kiran,Company Sec. & Compliance Officer,NA
ADORWELD,Ms. Ninotchka Malkani Nagpal,Exec. Chairman,1971
ADORWELD,"Mr. Aditya Tarachand Malkani B.A., M.B.A., MBA",MD & Director,1980
ADORWELD,Mr. Suryakant V. Sethia,CFO and Deputy GM of Fin. & Accounts,1979
ADORWELD,Mr. Vinayak M. Bhide,"Head of Corp. Admin., IA, KM, Legal & Compliance Officer and Company Sec.",1969
ADORWELD,Mr. S. Ajay Kumar,Head of International Welding Bus.,1965
ADORWELD,Mr. Sunanda Kumar Palit,Head of Strategy & Customer Experience,1963
ADORWELD,Mr. Vineet H. Bansal,Head of India Welding Bus. & Customer Success,1969
ADORWELD,Mr. Sachin H. Dobhada,"Head of Research, Devel. & Quality",1967
ADORWELD,Mr. Rakesh  Choudhary,Head of Welding Automation Products & Services,1970
ADORWELD,Laxmiprasad  Bansod,Head of IT,1972
ADROITINFO,Mr. Arvind  Dwivedi,Chief Exec. Officer,NA
ADROITINFO,Mr. Mohammed  Salam,Chief Financial Officer,NA
ADROITINFO,Ms. Suchita  Dugar,Company Sec. & Compliance Officer,NA
ADROITINFO,Mr. Siva  Rao,Sr. VP of Global Bus.,NA
ADSL,Mr. Nitin Dhanji Shah,"Founder, Chairman & MD",1954
ADSL,Mr. Paresh Bipinchandra Shah,Chief Exec. Officer,1967
ADSL,Mr. Gopal  Tiwari,Chief Financial Officer,NA
ADSL,Mohinder  Chandna,VP of Operations,1962
ADSL,Mr. Manoj Ramesh Shah,Chief Information Officer,1968
ADSL,Ms. Neha Sunil Bagla,Compliance Officer & Company Sec.,NA
ADSL,Mr. Prakash Dhanjibhai Shah,Whole-Time Director,1962
ADSL,Mr. Sunil Vasudev Bhatt,"Exec. Director & CTO of Allied Digital Services, LLC, USA",1974
ADSL,Mr. Jawahar Mohammad Ali,Chief Exec. Officer of Integrated Solutions Group,1953
ADSL,Mr. Nehal Nitin Shah,Exec. Director,1985
ADVANIHOTR,Mr. Sunder Gurdas Advani,Non-Independent Exec. Chairman & MD,1939
ADVANIHOTR,Mr. Prahlad Sunder Advani,"Director of Operations, CEO & Whole Time Director",1977
ADVANIHOTR,Mr. Ajay G. Vichare,CFO & Compliance Officer,1971
ADVANIHOTR,Mr. Haresh Gurdas Advani,Exec. Director,1950
ADVANIHOTR,Mr. Iqbal  Hassan,Gen. Mang. of Sales & Marketing,1981
ADVANIHOTR,Mr. Amitava  Paul,Exec. Chef,1982
ADVANIHOTR,Mr. Prashanta Kumar Nandi,Director of Revenue,1985
ADVANIHOTR,Mr. Sourav  Panchanan,Exec. Assistant Mang.,1980
ADVANIHOTR,Mr. Prasad  Kanoth,Hotel Mang.,1960
ADVENZYMES,Mr. Beni Prasad Rauka CA,Chief Financial Officer,1964
ADVENZYMES,Mr. Mukund Madhusudan Kabra,Whole Time Director,1972
ADVENZYMES,Mr. Sanjay Prakash Basantani,"Company Sec., Head of Legal & Compliance Officer",NA
ADVENZYMES,Mr. Bhaskar  Manolkar,Gen. Mang. of HR & Admin.,1959
ADVENZYMES,Mr. Ronak  Saraf,Investor Relations Mang.,NA
ADVENZYMES,Mr. Dipak  Roda,Sr. VP of Market & Bus. Devel.,1973
AEGISCHEM,Mr. Raj Kapurchand Chandaria,Exec. Chairman & MD,1960
AEGISCHEM,Mr. Sudhir Omprakash Malhotra,Chief Exec. Officer,NA
AEGISCHEM,Mr. Murad M. Moledina,Chief Financial Officer,NA
AEGISCHEM,Ms. Monica T. Gandhi,"Company Sec., Compliance Officer & Deputy GM",NA
AEGISCHEM,Mr. Rajiv M. Chohan,Pres of Bus. Devel.,NA
AEGISCHEM,Kamlakar S. Sawant,Pres of Projects,NA
AEGISCHEM,Keshav  Shenoy,Pres of Strategic Planning,NA
AETHER,Mr. Ashwin Jayantilal Desai,MD & Director,1951
AETHER,Mr. Faiz Arif Nagariya,Chief Financial Officer,NA
AETHER,Mr. Chitrarth Rajan Parghi,Company Sec. & Compliance Officer,NA
AETHER,Ms. Purnima Ashwin Desai,Whole-time Director,1954
AETHER,Mr. Rohan Ashwin Desai,Whole-time Director,1979
AETHER,Dr. Aman Ashwinbhai Desai,Whole-Time Director,1983
AETHER,Mr. Ravi  Bhojani,Lead Investor Relation,NA
AFFLE,Mr. Anuj Khanna Sohum,"Founder, CEO & MD",1978
AFFLE,Mr. Anuj  Kumar,Co-Founder & Non-Exec. Director,1978
